INFO     | 2025-09-07 11:23:57,799 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "QDSR8BNd1eQkJVcUoAwByj/YR02siq5WN1bZgDRQ9lhr+ld+u1YnaqPtFV4wpyx80ENij280clrvmfoPY0ZfI0ChuFl4qOWxLUruMakPZmC6ZFyuruF1PB3qamFWOJYbAQuROwU97iB1CFXGcWxvnb/yws8qKXz9sSWLV9T8uR0N+faT+dOwhAxwtefXKc7/HU+bZ9uyD+WumvP7/JJxgeAQmteJEJUn31RFjDgaPQ7xnUE52WsBd6dPWIMykBecBp0NKkNCnRwhuKUih45uAX3wUHNpmZdj7xcRvyVesVBMfGiP6sliUI7EULkp1JZ90nCV6BVpIGOtgT8COk6mbKuSfltZGPQ8SClNN81D68cI0LWYTcYOjCbaJ2MIWZYWcldECkeMMwmLTji6w7HcAw==", "apnsData": null}
INFO     | 2025-09-07 11:28:15,235 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 6q11kgzals9w)
INFO     | 2025-09-07 11:29:30,178 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:29:30,270 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:30:28,689 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '6209', 'CurrentLayer': '134', 'TotalLayers': '419', 'progress_percent': '46', 'duration_sec': '5590.4615976810455'})
INFO     | 2025-09-07 11:30:28,691 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:30:28,691 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:32:39,025 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '6104', 'CurrentLayer': '137', 'TotalLayers': '419', 'progress_percent': '47', 'duration_sec': '5720.799281835556'})
INFO     | 2025-09-07 11:32:39,026 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:32:39,027 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:34:18,637 | CLIENT/SENDER            | Config still valid
INFO     | 2025-09-07 11:34:19,271 | CLIENT/SENDER            | OctoApp loaded config: {'updatePercentModulus': 5, 'highPrecisionRangeStart': 5, 'highPrecisionRangeEnd': 5, 'sendNotificationUrl': 'https://europe-west1-octoapp-4e438.cloudfunctions.net/sendNotificationV2', 'minIntervalSecs': 300}
INFO     | 2025-09-07 11:34:30,317 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:34:30,318 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:34:43,273 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '6011', 'CurrentLayer': '140', 'TotalLayers': '419', 'progress_percent': '48', 'duration_sec': '5845.047655582428'})
INFO     | 2025-09-07 11:34:43,275 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:34:43,275 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:34:43,286 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "ohs8FFc63uCaMBMe4hvMMFU9ffuYCKzUv+q8v0Mjo3Ce+Vf23sEMQ7pToc1AXss6ggHkPYQdPjPc3qCxhzF2fTABm2Hn2rGW77eJWuIYj2LR+Xgs6/fZJ2ld8KWaZP1XEIfiIxwhWs7WxfA+MChCMNTSp8+TO2BZgwHk5vMqdpPkY1mfE0Jg9e860h8Nk2jVWjvBrZ1J2vQ3qxlP3D1rNcR+Mdy1wdGYKi8m0qLCol8VQOMjJgHDdUPgSMczfJZA/98YrQ4ImJPC07fGq8D98PIoSgPlxFdQZrYB02cYB7cg14Nl/nrFKtGMb7QI46EKgyjqRlN//E97fSWFOGBOaXQqKv9TatSsvlmGcaBj/SYahzjfsF4A9tUr1tSD77/M2BDlNvyilJSWeu7UeHnCeA==", "apnsData": null}
INFO     | 2025-09-07 11:34:43,847 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: b75pz4pxpbh8)
INFO     | 2025-09-07 11:36:58,277 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5913', 'CurrentLayer': '148', 'TotalLayers': '419', 'progress_percent': '49', 'duration_sec': '5980.051603317261'})
INFO     | 2025-09-07 11:36:58,278 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:36:58,279 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:39:07,477 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5815', 'CurrentLayer': '147', 'TotalLayers': '419', 'progress_percent': '50', 'duration_sec': '6109.251577377319'})
INFO     | 2025-09-07 11:39:07,478 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:39:07,479 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:39:07,489 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "Yh2MUl1/CdKWQbiiJ2HpOb/RmDddqqrOmrJy3XLrwU+qgYUHsohQCB0rvQtF0KHw7WQVWiOBlAh7Qnz2rJ/2366SUeyoY6g+sIZ/ygNdMre7AF+dDyKG/DjycbKcwGI5j75eJUMoxNANF8xBKBo3rhCwm9AwIxM4dHuhQlL6P7hjEfwkfTS0dlyj2X+d07p0tBa9PzBLwWGs+sARD+tQXRjTlAH299B6WFgOjiZr3v6y/g4FVCtU3ZWdnnBCnq0c9ZT0+qgICUAUqI0XB/7GWRI/rhYIn3G3Nd3X+fttuEctk+kLcvgdxeydWbJYQgX7RqUCoz0mpCAE6HvZRlkdIIqyrHOhkFPcCw9ck8Jaj7GYU0K3DcSWonFFn9fweDgB5cwtKdRoDQRkYf4RE9IyqA==", "apnsData": null}
INFO     | 2025-09-07 11:39:07,876 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: b75panqzqp6w)
INFO     | 2025-09-07 11:39:30,370 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:39:30,433 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:41:11,440 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5721', 'CurrentLayer': '149', 'TotalLayers': '419', 'progress_percent': '51', 'duration_sec': '6233.214105129242'})
INFO     | 2025-09-07 11:41:11,441 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:41:11,441 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:43:25,920 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5621', 'CurrentLayer': '152', 'TotalLayers': '419', 'progress_percent': '52', 'duration_sec': '6367.694430589676'})
INFO     | 2025-09-07 11:43:25,921 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:43:25,922 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:44:30,510 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:44:30,550 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:45:38,909 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5532', 'CurrentLayer': '155', 'TotalLayers': '419', 'progress_percent': '53', 'duration_sec': '6500.679561138153'})
INFO     | 2025-09-07 11:45:38,911 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:45:38,912 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:45:38,921 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "eL1iN+lscUG85vfvLwgXW2Id4DwToxn/QOZ3jTZJfFkpo5pXNglO+HzU4AvQuNNTdZtc+N7iYwIc9JqZMBXkEC728JUl4JQ2xnTDH2rQ/uTiJ1FA5BODs7umpTkzsgnztLMwAeFWcLcpdsDLACc/h0Z5Vgg1KkiC26Fxb+eTjpwCIDPd+isnEzDyA5aJPhwbN20BZyZfFLapo8xyR72juW+3ceuwTFc6bd/OOV2j2VYabJOwOLsXKSNRFSYysJrpJ/auByst2S+poOR1xFQCoO1pRNMIpMY/0v2ndncbLsv2OIAqjlP3op2HpfbQ8DApVoQXrIC9xH/tW8x/QEvQH4W1Za9o/kzNhuZg2Yg8msP81KtV6htx31pdiMtFoFTQsivnYJUF4uKBj1XZ+frq0Q==", "apnsData": null}
INFO     | 2025-09-07 11:45:39,621 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: 8znbxb315ibc)
INFO     | 2025-09-07 11:47:58,677 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5430', 'CurrentLayer': '158', 'TotalLayers': '419', 'progress_percent': '54', 'duration_sec': '6640.450990438461'})
INFO     | 2025-09-07 11:47:58,677 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:47:58,680 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:49:30,623 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:49:30,662 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:50:11,965 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5334', 'CurrentLayer': '161', 'TotalLayers': '419', 'progress_percent': '55', 'duration_sec': '6773.739548921585'})
INFO     | 2025-09-07 11:50:11,966 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:50:11,967 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:50:11,975 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "7f1qc1VMnQhHxUDEJMh1wDFcGPCAvAvU32OqbrDI+CTuMIE8JK+Mqm6XCzloxNZvlFqzNOLTZui02iTmNTwsJdbVYaDT6dI147qfOAbvLx+I7IsyW5nF7iGUIWZ+/Y1u17eUBVt0AIQ5q4c1npe78Co51/LZE0zHDtn6VLVozvkk09SSq1zeVxKUU11Msf/YQw0Q4NPwgYQzZzRNBBei0/zlPT6ecQflXVXx1iHqFiZHUVbB8pJrxVrhGpKiBTVlpr0P+Zyxo+x6xxnMS7dwNaSSnE8zFJc40cVFIp52TXii4TIz+79CRxg+NKOCSpWnY9D+B0S7LyK7fJE7ya/URUnLmGAWJzvFil+7LuPVTOSyR0y6Rt889TfaiGna6XTx/jwjN1qVRYc1F6iS+bPCEw==", "apnsData": null}
INFO     | 2025-09-07 11:50:12,518 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: n2nn0psry1pg)
INFO     | 2025-09-07 11:52:27,942 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5236', 'CurrentLayer': '164', 'TotalLayers': '419', 'progress_percent': '56', 'duration_sec': '6909.713618278503'})
INFO     | 2025-09-07 11:52:27,943 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:52:27,944 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:54:30,750 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:54:30,770 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:54:37,907 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5131', 'CurrentLayer': '167', 'TotalLayers': '419', 'progress_percent': '57', 'duration_sec': '7039.6810002326965'})
INFO     | 2025-09-07 11:54:37,908 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:54:37,908 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:56:52,481 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '5030', 'CurrentLayer': '174', 'TotalLayers': '419', 'progress_percent': '58', 'duration_sec': '7174.255100250244'})
INFO     | 2025-09-07 11:56:52,482 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:56:52,483 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:56:52,491 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "E21V2XgVE+UJRMUD8SYY+vhGUvL6lHBICpfFBEnDYF4r332AsXZ8cV6G7rQ+pOCR6PsOZZn50yO5IyhiAfo2MC9t6CtUERAEWLK0A6H4bkr2220rqdVBWg6bWJ8pYVKYgMBOWv5MAJojJYHhT7QPLpiQ9w6SpPHJxvKfC14LFHVFNuHTfQKs4sZaPvITw7LBkcqk5KGOP+liF5Kq9uONMZ/9OWZFN6XbjPRiHdTNpgwVBvbKyStfIloh6TodncDlvr2cno8ccIVcwpfHnEJagHwR86j6z3nxwis0efcOZpCi69VGvSo4iJ+OJxy4gbT9ILcFyX4ZGWSJtEl5x6XQ2zbqWLSr5qTHDTtpKRTBMNBo//uyQUdS6Cf2oHUtD8WFO/BioOkNMORx7E3Wb1JhDQ==", "apnsData": null}
INFO     | 2025-09-07 11:56:53,222 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: jei7e8lvoffd)
INFO     | 2025-09-07 11:57:18,832 | CLIENT                   | Sending timerprogress ({'HoursCount': '2', 'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'timerprogress', 'time_remaining_sec': '5014', 'CurrentLayer': '171', 'TotalLayers': '419', 'progress_percent': '58', 'duration_sec': '7200.606250762939'})
INFO     | 2025-09-07 11:57:18,833 | CLIENT/SENDER            | Preparing notification for timerprogress
INFO     | 2025-09-07 11:57:18,834 | CLIENT/SENDER            | Finding targets for event=timerprogress
INFO     | 2025-09-07 11:57:18,843 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "ecF9009QS_WXzjtZfW1SM0:APA91bG0AWrWps9teSqN-BjNvSFV4iH4Rw-Y3iLr4FNbDk_PIxuuDKpKfXJBir0Vq_dmqOtOXQ8NMtJX8XO7mW_uCdHA7v9n70aC0OySUmHrNknsXAOBZrM", "fcmTokenFallback": null, "instanceId": "543c9a44-eab2-44a2-b50b-ca85c3333f45"}], "highPriority": true, "androidData": "69DAUcSTdFI3U6gU/nEFfRr3bvAYBqyKptlL3ATo9cf4mzesyqRZiUrUlAkic8pdO40ne3SrYzVrVhCPXpeemZZOdz6PfZAf31QMDNw4LkW/FNLOQaJL+2lFizbXT7ef6AbyhG49uF3idFYFo+E/yQL62tpTN25S3PwXcsWDGMdeDG+PrLYiXXlQ6u3BJxWpjgGDGlUMZKSzW2puF3L3sTTDtOGeynWw8vCX1/j1EH3fJPx7cIEFKWvcWWbVheXtum/n0w6w2FSEujDFJF7m8MFbmNFeb/floWmnXvmb6nAOEUUl8BDpiB6heavoBdIeEhOMU2dxCr0UCv0q8PNBAePa+zwH8MAFBOBRYhAk3W0V4Ow8ChhKp05vOKHzoj+ixY2tKeAS94cIcC9XjkMwag==", "apnsData": null}
INFO     | 2025-09-07 11:57:19,539 | CLIENT/SENDER            | Send to 1 was success {'success': True, 'invalidTokens': []} (Execution ID: jei7w8ssi1gu)
INFO     | 2025-09-07 11:59:02,258 | CLIENT                   | Sending progress ({'print_id': 'e24dfe9f1fd540ccb7177518b993ce10', 'file_name': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'file_path': 'result - 2025-07-25T081619.603_0.2mm_PLA_Generic Klipper Printer_3h38m.gcode', 'FileSizeKb': '25075', 'FilamentUsageMm': '10251', 'FilamentWeightMg': '0', 'Event': 'progress', 'time_remaining_sec': '4929', 'CurrentLayer': '173', 'TotalLayers': '419', 'progress_percent': '59', 'duration_sec': '7304.032675027847'})
INFO     | 2025-09-07 11:59:02,259 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2025-09-07 11:59:02,260 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2025-09-07 11:59:30,863 | DATABASE                 | Updating presence
INFO     | 2025-09-07 11:59:30,867 | DATABASE                 | Updating presence
